date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-05-21,maharashtra,Onion Small,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-21,maharashtra,Tomato,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-21,maharashtra,Green Chilli,69,79 - 88,83 - 114,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-21,maharashtra,Beetroot,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-21,maharashtra,Potato,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-21,maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-21,maharashtra,Amaranth Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-21,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-21,maharashtra,Ash gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-21,maharashtra,Baby Corn,62,71 - 79,74 - 102,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-21,maharashtra,Banana Flower,20,23 - 25,24 - 33,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-21,maharashtra,Capsicum,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-21,maharashtra,Bitter Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-21,maharashtra,Bottle Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-21,maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-21,maharashtra,Broad Beans,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-21,maharashtra,Cabbage,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-21,maharashtra,Carrot,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-21,maharashtra,Cauliflower,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-21,maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-21,maharashtra,Coconut,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-21,maharashtra,Colocasia Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-21,maharashtra,Colocasia,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-21,maharashtra,Coriander Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-21,maharashtra,Corn,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-21,maharashtra,Cucumber,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-21,maharashtra,Curry Leaves,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-21,maharashtra,Dill Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-21,maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-21,maharashtra,Brinjal,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-21,maharashtra,Brinjal (Big),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-21,maharashtra,Elephant Yam,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-21,maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-21,maharashtra,French Beans,174,200 - 221,209 - 287,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-21,maharashtra,Garlic,264,304 - 335,317 - 436,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-21,maharashtra,Ginger,131,151 - 166,157 - 216,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-21,maharashtra,Onion Green,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-21,maharashtra,Green Peas,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-21,maharashtra,Ivy Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-21,maharashtra,Lemon (Lime),97,112 - 123,116 - 160,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-21,maharashtra,Mango Raw,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-21,maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-21,maharashtra,Mushroom,73,84 - 93,88 - 120,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-21,maharashtra,Mustard Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-21,maharashtra,Ladies Finger,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-21,maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-21,maharashtra,Radish,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-21,maharashtra,Ridge Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-21,maharashtra,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-21,maharashtra,Snake Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-21,maharashtra,Sorrel Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-21,maharashtra,Spinach,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-21,maharashtra,Sweet Potato,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-22,maharashtra,Onion Big,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-22,maharashtra,Onion Small,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-22,maharashtra,Tomato,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-22,maharashtra,Green Chilli,67,77 - 85,80 - 111,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-22,maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-22,maharashtra,Potato,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-22,maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-22,maharashtra,Amaranth Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-22,maharashtra,Amla,75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-22,maharashtra,Ash gourd,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-22,maharashtra,Baby Corn,55,63 - 70,66 - 91,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-22,maharashtra,Banana Flower,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-22,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-22,maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-22,maharashtra,Bottle Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-22,maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-22,maharashtra,Broad Beans,75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-22,maharashtra,Cabbage,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-22,maharashtra,Carrot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-22,maharashtra,Cauliflower,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-22,maharashtra,Cluster beans,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-22,maharashtra,Coconut,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-22,maharashtra,Colocasia Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-22,maharashtra,Colocasia,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-22,maharashtra,Coriander Leaves,8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-22,maharashtra,Corn,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-22,maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-22,maharashtra,Curry Leaves,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-22,maharashtra,Dill Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-22,maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-22,maharashtra,Brinjal,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-22,maharashtra,Brinjal (Big),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-22,maharashtra,Elephant Yam,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-22,maharashtra,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-22,maharashtra,French Beans,182,209 - 231,218 - 300,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-22,maharashtra,Garlic,264,304 - 335,317 - 436,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-22,maharashtra,Ginger,140,161 - 178,168 - 231,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-22,maharashtra,Onion Green,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-22,maharashtra,Green Peas,47,54 - 60,56 - 78,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-22,maharashtra,Ivy Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-22,maharashtra,Lemon (Lime),103,118 - 131,124 - 170,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-22,maharashtra,Mango Raw,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-22,maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-22,maharashtra,Mushroom,94,108 - 119,113 - 155,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-22,maharashtra,Mustard Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-22,maharashtra,Ladies Finger,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-22,maharashtra,Pumpkin,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-22,maharashtra,Radish,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-22,maharashtra,Ridge Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-22,maharashtra,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-22,maharashtra,Snake Gourd,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-22,maharashtra,Sorrel Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-22,maharashtra,Spinach,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-22,maharashtra,Sweet Potato,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-23,maharashtra,Onion Big,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-23,maharashtra,Onion Small,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-23,maharashtra,Tomato,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-23,maharashtra,Green Chilli,67,77 - 85,80 - 111,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-23,maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-23,maharashtra,Potato,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-23,maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-23,maharashtra,Amaranth Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-23,maharashtra,Amla,75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-23,maharashtra,Ash gourd,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-23,maharashtra,Baby Corn,55,63 - 70,66 - 91,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-23,maharashtra,Banana Flower,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-23,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-23,maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-23,maharashtra,Bottle Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-23,maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-23,maharashtra,Broad Beans,75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-23,maharashtra,Cabbage,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-23,maharashtra,Carrot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-23,maharashtra,Cauliflower,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-23,maharashtra,Cluster beans,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-23,maharashtra,Coconut,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-23,maharashtra,Colocasia Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-23,maharashtra,Colocasia,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-23,maharashtra,Coriander Leaves,8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-23,maharashtra,Corn,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-23,maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-23,maharashtra,Curry Leaves,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-23,maharashtra,Dill Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-23,maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-23,maharashtra,Brinjal,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
